Province_State,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20
Missouri,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0,5.0,8.0,13.0,6.0,13.0,8.0,20.0,15.0,16.0,10.0,12.0,12.0,10.0,18.0,17.0,14.0,13.0,7.0,6.0,21.0,18.0,20.0,16.0,26.0,14.0,17.0,21.0,14.0,15.0,19.0,14.0,15.0,12.0,11.0,29.0,15.0,23.0,21.0,11.0,11.0,17.0,10.0,21.0,12.0,15.0,11.0,7.0,16.0,15.0,11.0,9.0,9.0,7.0,3.0,5.0,7.0,0.0,13.0,5.0,18.0,2.0,1.0,10.0,6.0,2.0,7.0,8.0,2.0,4.0,8.0,3.0,0.0,16.0,6.0,2.0,2.0,4.0,19.0,36.0,13.0,10.0,2.0,5.0,8.0,10.0,2.0,9.0,5.0,0.0,2.0,3.0,14.0,11.0,3.0,3.0,1.0,0.0,16.0,2.0,4.0,11.0,7.0,1.0,13.0,9.0,5.0,2.0,4.0,11.0,0.0,2.0,10.0,11.0,30.0,6.0,5.0,9.0,12.0,11.0,7.0,16.0,10.0,11.0,0.0,3.0,11.0,7.0,5.0,22.0,3.0,7.0
Montana,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,0.0
Nebraska,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,4.0,5.0,0.0,5.0,9.0,3.0,0.0,6.0,0.0,0.0,0.0,14.0,3.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,2.0,21.0,3.0,0.0,0.0,5.0,11.0,3.0,5.0,5.0,0.0,0.0,5.0,7.0,1.0,3.0,6.0,1.0,0.0,2.0,5.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,5.0,8.0,2.0,0.0,0.0,12.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,8.0,0.0,5.0,0.0,0.0
Nevada,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,11.0,5.0,7.0,5.0,3.0,0.0,0.0,26.0,0.0,9.0,9.0,12.0,10.0,2.0,12.0,5.0,6.0,5.0,9.0,7.0,1.0,4.0,9.0,23.0,2.0,8.0,1.0,0.0,13.0,11.0,13.0,3.0,9.0,3.0,7.0,5.0,19.0,8.0,0.0,19.0,0.0,2.0,9.0,10.0,2.0,10.0,4.0,3.0,8.0,0.0,19.0,6.0,3.0,1.0,0.0,14.0,0.0,8.0,4.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,6.0,1.0,1.0,4.0,4.0,3.0,10.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,4.0,7.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,4.0,3.0,4.0,14.0,3.0,2.0,4.0,3.0,11.0,5.0,18.0,8.0,13.0,1.0,0.0,19.0,6.0,8.0,11.0,9.0,1.0,1.0,28.0,28.0,5.0,13.0,10.0,2.0,5.0,20.0,21.0,21.0,29.0,2.0,0.0,15.0,15.0,28.0,10.0,20.0,29.0,8.0
New Hampshire,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,8.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,5.0,1.0,0.0,4.0,0.0,6.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,12.0,9.0,3.0,2.0,0.0,6.0,0.0,22.0,7.0,10.0,2.0,0.0,9.0,8.0,1.0,8.0,12.0,1.0,0.0,0.0,18.0,9.0,5.0,4.0,1.0,1.0,4.0,9.0,9.0,6.0,0.0,7.0,0.0,11.0,9.0,8.0,5.0,5.0,3.0,0.0,0.0,15.0,7.0,7.0,3.0,2.0,0.0,6.0,4.0,1.0,6.0,2.0,0.0,0.0,4.0,4.0,10.0,8.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
New Jersey,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,3.0,6.0,7.0,11.0,20.0,21.0,28.0,32.0,51.0,27.0,49.0,98.0,110.0,205.0,136.0,242.0,126.0,152.0,296.0,341.0,276.0,279.0,325.0,242.0,167.0,415.0,410.0,422.0,371.0,288.0,336.0,173.0,296.0,433.0,306.0,290.0,271.0,56.0,143.0,431.0,350.0,483.0,335.0,230.0,154.0,63.0,344.0,324.0,273.0,175.0,170.0,157.0,91.0,203.0,192.0,241.0,206.0,118.0,105.0,82.0,149.0,171.0,103.0,146.0,100.0,58.0,14.0,53.0,149.0,75.0,127.0,105.0,68.0,29.0,52.0,111.0,95.0,82.0,58.0,71.0,39.0,93.0,76.0,67.0,50.0,135.0,39.0,50.0,86.0,43.0,35.0,33.0,23.0,17.0,38.0,53.0,51.0,0.0,42.0,34.0,27.0,17.0,43.0,43.0,29.0,57.0,25.0,22.0,18.0,52.0,51.0,116.0,31.0,46.0,0.0,35.0,22.0,52.0,31.0,19.0,15.0,7.0,9.0,22.0,0.0,23.0,35.0,11.0,11.0,17.0,21.0,0.0,11.0,10.0,11.0,6.0,10.0,11.0,0.0,7.0,0.0,20.0,5.0
New Mexico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,7.0,0.0,5.0,5.0,0.0,8.0,9.0,2.0,3.0,0.0,13.0,7.0,6.0,9.0,6.0,0.0,6.0,7.0,11.0,8.0,7.0,13.0,5.0,6.0,7.0,3.0,9.0,10.0,9.0,8.0,11.0,12.0,11.0,11.0,6.0,6.0,5.0,6.0,7.0,11.0,8.0,6.0,9.0,3.0,5.0,4.0,6.0,9.0,7.0,5.0,6.0,5.0,8.0,8.0,4.0,5.0,4.0,4.0,4.0,6.0,10.0,0.0,11.0,4.0,5.0,7.0,5.0,4.0,8.0,2.0,3.0,0.0,7.0,4.0,5.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,8.0,2.0,0.0,2.0,4.0,8.0,6.0,6.0,4.0,2.0,3.0,3.0,6.0,5.0,3.0,4.0,2.0,7.0,10.0,3.0,5.0,5.0,6.0,7.0,5.0,7.0,6.0,3.0,7.0,9.0,3.0,1.0,3.0,9.0,2.0,6.0,6.0,4.0
New York,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,11.0,14.0,25.0,32.0,55.0,48.0,92.0,100.0,127.0,149.0,249.0,315.0,374.0,430.0,554.0,659.0,732.0,837.0,706.0,591.0,822.0,1030.0,1081.0,985.0,973.0,849.0,927.0,975.0,978.0,882.0,786.0,742.0,1050.0,1046.0,0.0,619.0,627.0,515.0,657.0,553.0,435.0,406.0,482.0,335.0,446.0,372.0,369.0,290.0,284.0,353.0,282.0,569.0,229.0,317.0,221.0,174.0,198.0,217.0,204.0,161.0,265.0,172.0,126.0,87.0,201.0,118.0,90.0,103.0,189.0,85.0,99.0,60.0,186.0,34.0,107.0,87.0,60.0,134.0,53.0,58.0,129.0,62.0,49.0,94.0,55.0,35.0,80.0,31.0,154.0,18.0,27.0,30.0,55.0,26.0,24.0,21.0,79.0,36.0,34.0,62.0,27.0,41.0,18.0,17.0,5.0,18.0,71.0,11.0,21.0,73.0,20.0,49.0,13.0,24.0,8.0,32.0,48.0,12.0,7.0,45.0,13.0,19.0,19.0,17.0,15.0,17.0,11.0,14.0,38.0,36.0,2.0,12.0,22.0,15.0,8.0,5.0,25.0,6.0,5.0,16.0,9.0,6.0,29.0,2.0,4.0,8.0,6.0
North Carolina,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,2.0,7.0,6.0,7.0,4.0,7.0,8.0,13.0,10.0,7.0,6.0,0.0,5.0,18.0,18.0,20.0,27.0,10.0,13.0,18.0,27.0,20.0,16.0,13.0,11.0,19.0,16.0,23.0,19.0,24.0,13.0,12.0,3.0,8.0,30.0,20.0,21.0,17.0,21.0,13.0,11.0,25.0,25.0,16.0,26.0,9.0,10.0,7.0,0.0,33.0,8.0,41.0,3.0,6.0,6.0,11.0,43.0,32.0,43.0,10.0,8.0,11.0,13.0,38.0,7.0,9.0,13.0,4.0,9.0,27.0,22.0,16.0,15.0,6.0,5.0,8.0,29.0,12.0,7.0,14.0,13.0,30.0,33.0,18.0,29.0,11.0,12.0,5.0,0.0,5.0,23.0,18.0,11.0,10.0,3.0,1.0,9.0,14.0,16.0,15.0,20.0,16.0,9.0,7.0,42.0,18.0,18.0,16.0,25.0,4.0,25.0,28.0,27.0,24.0,33.0,22.0,6.0,21.0,22.0,28.0,34.0,20.0,37.0,4.0,60.0,18.0,24.0,41.0,34.0,24.0,8.0
North Dakota,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
Ohio,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,6.0,4.0,11.0,15.0,10.0,16.0,10.0,11.0,17.0,23.0,25.0,26.0,20.0,18.0,16.0,6.0,21.0,50.0,38.0,45.0,11.0,33.0,20.0,38.0,48.0,53.0,46.0,34.0,21.0,17.0,25.0,46.0,138.0,39.0,27.0,19.0,17.0,18.0,78.0,90.0,46.0,35.0,25.0,10.0,16.0,79.0,47.0,51.0,47.0,29.0,15.0,32.0,63.0,61.0,56.0,35.0,84.0,13.0,18.0,15.0,42.0,54.0,33.0,18.0,6.0,52.0,52.0,41.0,40.0,17.0,15.0,7.0,27.0,17.0,36.0,33.0,18.0,46.0,3.0,16.0,24.0,12.0,22.0,34.0,30.0,3.0,4.0,31.0,20.0,17.0,16.0,16.0,3.0,11.0,45.0,13.0,27.0,0.0,4.0,4.0,16.0,43.0,21.0,15.0,26.0,4.0,22.0,6.0,5.0,6.0,28.0,9.0,20.0,42.0,15.0,30.0,16.0,21.0,41.0,0.0,10.0,37.0,38.0,40.0,20.0,47.0,26.0,14.0,10.0,31.0,26.0,22.0,34.0,16.0,1.0
Oklahoma,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,16.0,12.0,1.0,8.0,6.0,2.0,3.0,9.0,15.0,8.0,5.0,0.0,4.0,3.0,21.0,6.0,9.0,9.0,6.0,1.0,2.0,10.0,7.0,8.0,8.0,8.0,0.0,0.0,9.0,6.0,7.0,6.0,4.0,2.0,2.0,4.0,0.0,6.0,1.0,3.0,0.0,0.0,5.0,6.0,5.0,3.0,4.0,0.0,2.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,7.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,5.0,3.0,3.0,6.0,5.0,1.0,2.0,4.0,4.0,6.0,7.0,6.0,0.0,1.0,9.0,13.0,3.0,7.0,12.0,0.0,0.0,13.0,14.0,13.0,5.0,8.0,1.0,1.0,15.0,17.0,10.0,7.0,3.0,0.0
Oregon,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,2.0,4.0,11.0,0.0,4.0,4.0,1.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,3.0,0.0,5.0,3.0,1.0,5.0,0.0,7.0,2.0,2.0,1.0,5.0,0.0,0.0,4.0,2.0,6.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,5.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,0.0,5.0,4.0,6.0,2.0,0.0,2.0,3.0,7.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2.0,2.0,9.0,3.0,4.0,0.0,14.0,8.0,5.0,6.0,3.0,1.0,2.0,5.0,5.0,1.0,9.0,7.0,1.0
Pennsylvania,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,3.0,4.0,12.0,7.0,9.0,13.0,11.0,16.0,12.0,34.0,15.0,28.0,68.0,71.0,27.0,73.0,85.0,54.0,32.0,102.0,88.0,62.0,80.0,121.0,234.0,72.0,266.0,59.0,51.0,23.0,46.0,23.0,70.0,160.0,327.0,102.0,160.0,60.0,25.0,118.0,341.0,166.0,244.0,126.0,64.0,27.0,26.0,82.0,180.0,194.0,134.0,58.0,15.0,20.0,113.0,142.0,99.0,141.0,102.0,24.0,10.0,17.0,102.0,108.0,91.0,73.0,18.0,12.0,100.0,75.0,90.0,66.0,33.0,12.0,10.0,61.0,48.0,51.0,49.0,49.0,4.0,28.0,33.0,43.0,42.0,38.0,20.0,4.0,3.0,38.0,54.0,39.0,22.0,24.0,3.0,8.0,35.0,35.0,28.0,34.0,3.0,4.0,1.0,33.0,25.0,36.0,32.0,17.0,7.0,7.0,20.0,26.0,27.0,20.0,11.0,7.0,3.0,26.0,26.0,16.0,23.0,8.0,3.0,4.0,23.0,17.0,23.0,13.0,12.0,4.0,1.0,24.0,6.0,28.0,14.0,14.0,1.0
Rhode Island,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,8.0,2.0,3.0,5.0,8.0,0.0,13.0,7.0,0.0,17.0,0.0,7.0,31.0,19.0,13.0,5.0,16.0,10.0,8.0,13.0,13.0,11.0,7.0,6.0,12.0,15.0,13.0,17.0,24.0,21.0,14.0,15.0,18.0,11.0,19.0,4.0,8.0,14.0,18.0,6.0,11.0,10.0,10.0,7.0,26.0,6.0,18.0,23.0,18.0,11.0,0.0,26.0,21.0,22.0,16.0,18.0,7.0,2.0,12.0,10.0,14.0,16.0,0.0,0.0,27.0,9.0,4.0,11.0,10.0,0.0,0.0,18.0,14.0,11.0,9.0,9.0,0.0,0.0,9.0,3.0,6.0,8.0,7.0,0.0,0.0,19.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,9.0,2.0,3.0,2.0,0.0,0.0,8.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0
